User,City,Year,Month,Day,Time,Amount,Is Fraud?,Mitigation,Outcome,weight
45,Sri Ganganagar,2025,6,20,17:47,67143.9964,No,,,
181,Bhubaneswar,2025,10,3,6:10,978328.8844,No,,,
183,Jaipur,2025,1,14,6:16,652476.2176,No,,,
19,Dhule,2025,11,1,20:27,1716219.049,No,,,
3,Jamshedpur,2025,12,15,6:44,386983.768,No,,,
31,Parbhani,2025,11,10,6:56,259787.908,No,,,
190,Rohtak,2025,4,20,13:49,631816.5264,Yes,,,
35,Haridwar,2025,2,18,6:02,1286528.308,No,,,
96,Jammu,2025,4,11,6:42,294092.246,Yes,,,
162,Thoothukudi,2025,5,1,13:05,470239.24,No,,,
4,Ahmedabad,2025,12,26,9:58,441331.09,No,,,
115,Rajahmundry,2025,9,30,12:53,921283.4684,No,,,
53,Haridwar,2025,7,15,6:54,353835.756,No,,,
164,Katihar,2025,10,3,6:49,350366.778,No,,,
54,Parbhani,2025,12,5,6:03,721470.3356,No,,,
131,Bhatpara,2025,8,13,6:36,430461.6256,No,,,
129,Sonipat,2025,3,18,6:53,163658.6732,No,,,
43,Ludhiana,2025,5,24,14:25,477948.08,No,,,
7,Kakinada,2025,9,18,10:42,154562.242,No,,,
78,Tirunelveli,2025,10,8,13:23,-493365.76,No,,,
55,Surat,2025,9,9,13:09,84797.24,No,,,
154,Etawah,2025,12,6,13:20,95281.2624,No,,,
153,Berhampur,2025,8,16,20:05,782293.0832,No,,,
87,Gulbarga,2025,11,22,6:55,308430.6884,Yes,,,
116,Salem,2025,11,6,6:33,273817.9968,No,,,
115,Ajmer,2025,9,27,13:00,1136514.281,No,,,
158,Jamnagar,2025,7,26,6:05,1065978.395,No,,,
81,Hapur,2025,10,13,6:43,365938.6348,No,,,
53,Arrah,2025,5,16,6:56,325004.6944,No,,,
51,Hyderabad,2025,5,17,14:18,34458.5148,No,,,
102,Naihati,2025,12,12,6:18,1218305.074,No,,,
86,Parbhani,2025,5,23,13:14,113242.8596,No,,,
84,Indore,2025,9,15,6:38,281989.3672,No,,,
18,Malegaon,2025,5,23,21:33,322692.0424,Yes,,,
137,Satara,2025,9,27,6:38,1013866.637,No,,,
41,Nashik,2025,9,16,13:06,395000.9616,No,,,
38,Indore,2025,4,13,6:45,290006.5608,No,,,
79,Jalandhar,2025,2,18,6:12,1010089.305,No,,,
44,Ahmedabad,2025,2,23,6:39,213534.868,No,,,
111,Delhi,2025,12,29,6:42,339574.402,No,,,
71,Madurai,2025,5,16,6:41,298640.4616,No,,,
86,Parbhani,2025,5,15,6:05,1119786.098,No,,,
103,Kadapa,2025,7,23,6:07,950268.7068,No,,,
39,Vijayawada,2025,11,14,6:45,410958.2604,No,,,
30,Munger,2025,8,12,6:43,1104985.126,Yes,,,
168,Haridwar,2025,5,23,6:21,967151.0664,No,,,
83,Bhavnagar,2025,5,1,9:54,543241.9548,No,,,
79,Belgaum,2025,2,7,6:44,428611.504,No,,,
7,Bhilai,2025,10,10,6:03,722626.6616,No,,,
95,Jamshedpur,2025,8,15,10:40,85413.9472,Yes,,,
106,Bally,2025,1,16,6:12,1128574.176,No,,,
107,Patiala,2025,2,24,8:52,1079237.6,No,,,
135,Bhatpara,2025,5,5,9:57,1331008.314,Yes,,,
34,Hapur,2025,12,2,6:12,524509.4736,No,,,
48,Jamnagar,2025,12,16,13:25,530136.9268,No,,,
155,Solapur,2025,1,5,20:14,1322451.502,No,,,
180,Jodhpur,2025,8,27,6:25,745136.4744,No,,,
26,Jamshedpur,2025,6,7,6:54,308353.6,No,,,
95,Hapur,2025,8,5,6:39,276901.5328,No,,,
41,Nashik,2025,10,3,20:13,1213988.123,No,,,
12,Kochi,2025,4,15,13:22,454821.56,No,,,
62,Hospet,2025,11,28,0:12,174065.6072,No,,,
28,Khammam,2025,1,30,6:52,280910.1296,Yes,,,
135,Maheshtala,2025,6,8,7:26,399240.8236,No,,,
102,Etawah,2025,4,23,9:36,407874.7244,No,,,
28,Bhubaneswar,2025,2,2,6:13,1245902.721,No,,,
2,New Delhi,2025,11,3,6:05,1392062.327,No,,,
154,Gandhidham,2025,11,23,12:55,510171.0312,No,,,
34,Bhatpara,2025,10,28,12:08,-724630.96,No,,,
116,Tiruvottiyur,2025,10,31,6:27,875261.6936,No,,,
65,Ahmedabad,2025,3,20,6:36,305809.6828,No,,,
112,Mangalore,2025,1,28,6:11,938628.3584,No,,,
60,Saharanpur,2025,12,29,6:54,272661.6708,No,,,
17,Ambattur,2025,3,9,13:09,78321.8144,No,,,
43,Thane,2025,7,20,13:57,485502.7432,No,,,
36,Noida,2025,8,24,9:47,433622.25,No,,,
82,Rajahmundry,2025,2,1,6:18,1093498.954,No,,,
126,Bikaner,2025,8,11,6:08,712682.258,No,,,
51,Bareilly,2025,4,11,9:33,325467.2248,Yes,,,
3,Moradabad,2025,11,25,6:43,390684.0112,No,,,
99,Hyderabad,2025,10,5,19:44,3887645.1,No,,,
116,Tiruvottiyur,2025,10,21,22:12,1661871.727,No,,,
183,Jaipur,2025,3,3,6:15,236738.4764,No,,,
113,Karol Bagh,2025,3,23,13:25,115940.9536,Yes,,,
90,Berhampur,2025,10,28,10:51,247607.9408,No,,,
109,Belgaum,2025,9,2,6:55,216155.8736,No,,,
177,Kochi,2025,1,18,6:06,1161105.481,No,,,
158,Agartala,2025,8,11,20:17,591422.2048,Yes,,,
62,Karimnagar,2025,9,15,6:06,423292.4044,No,,,
46,Jammu,2025,1,18,6:58,257860.698,No,,,
50,Munger,2025,12,1,13:33,358229.7948,No,,,
96,Ujjain,2025,12,8,6:41,275205.588,No,,,
142,Gurgaon,2025,8,21,6:03,666506.3064,No,,,
96,Ujjain,2025,10,21,20:04,662266.4444,No,,,
13,Raipur,2025,11,1,6:05,1119400.656,No,,,
138,Pali,2025,11,21,8:34,270040.6652,No,,,
154,Gandhidham,2025,10,29,15:48,648467.6208,No,,,
56,Agartala,2025,1,2,13:09,1040693.4,No,,,
127,Latur,2025,10,16,6:03,913112.098,No,,,
82,Bidhannagar,2025,1,8,6:20,1254459.533,No,,,
169,Rohtak,2025,9,7,6:30,217158.0228,Yes,,,
161,Sambalpur,2025,3,24,6:20,1025661.162,No,,,
100,Madurai,2025,6,23,13:09,86184.8312,No,,,
132,Raurkela Industrial Township,2025,10,20,6:29,1009318.421,No,,,
168,Satna,2025,6,19,20:19,620253.2664,No,,,
95,Ghaziabad,2025,6,9,6:34,149243.1424,Yes,,,
60,Jabalpur,2025,10,10,6:57,396773.9948,No,,,
144,Guwahati,2025,1,15,6:24,886670.7768,No,,,
42,Delhi,2025,12,2,20:26,1127032.408,No,,,
74,Mysore,2025,6,15,6:54,287848.0856,No,,,
165,Guwahati,2025,11,16,20:07,583713.3648,No,,,
138,Ahmednagar,2025,12,6,14:08,34304.338,No,,,
77,Loni,2025,6,7,13:28,118022.3404,No,,,
41,Nashik,2025,10,12,17:57,53345.1728,No,,,
68,Bhiwandi,2025,4,29,6:04,1254536.622,No,,,
54,Berhampur,2025,12,27,13:28,126964.5948,No,,,
34,Rajpur Sonarpur,2025,10,28,9:48,457750.9192,No,,,
142,Mira-Bhayandar,2025,8,12,20:10,1463523.274,No,,,
48,Durg,2025,12,13,6:06,925060.8,No,,,
87,Munger,2025,9,12,6:58,287925.174,No,,,
74,Shahjahanpur,2025,3,25,6:18,1264018.495,No,,,
187,Korba,2025,10,30,6:59,277364.0632,No,,,
75,Satna,2025,8,15,6:44,307197.274,No,,,
16,Bhavnagar,2025,9,10,6:14,1130655.563,No,,,
18,Karol Bagh,2025,4,24,21:36,160652.2256,No,,,
113,Coimbatore,2025,4,10,7:29,752691.1376,No,,,
114,Thoothukudi,2025,7,26,13:47,678377.92,No,,,
80,Gwalior,2025,5,9,6:32,332405.1808,Yes,,,
83,Bhavnagar,2025,3,31,6:54,287925.174,No,,,
11,Vijayawada,2025,2,5,6:24,908640.9708,No,,,
99,Hyderabad,2025,7,13,6:25,1273423.28,No,,,
96,Kakinada,2025,12,19,6:40,312130.9316,No,,,
29,Bhilwara,2025,3,22,6:55,257012.7256,No,,,
20,Nadiad,2025,4,2,16:54,241209.6036,No,,,
24,Haridwar,2025,8,8,16:46,784528.6468,No,,,
20,Ghaziabad,2025,1,18,6:25,890679.3736,Yes,,,
116,Tiruvottiyur,2025,12,15,19:17,580861.094,No,,,
38,Indore,2025,3,31,9:44,418512.9236,No,,,
48,Jamnagar,2025,11,27,13:28,-655251.4,No,,,
33,Panihati,2025,9,20,22:26,1186236.299,No,,,
183,Belgaum,2025,1,7,6:21,995673.7744,No,,,
163,Bhilai,2025,7,2,13:07,601289.52,No,,,
44,Ahmedabad,2025,11,27,6:54,472089.3616,No,,,
63,Nadiad,2025,7,12,13:32,349441.7172,No,,,
40,Bikaner,2025,5,20,7:03,257321.0792,No,,,
94,Gaya,2025,2,23,6:41,300644.76,No,,,
4,Durg,2025,12,23,9:42,346281.0928,No,,,
128,Saharanpur,2025,2,18,13:40,477948.08,No,,,
100,Madurai,2025,3,19,5:53,733573.2144,No,,,
171,Bangalore,2025,12,12,13:27,438170.4656,No,,,
32,Bikaner,2025,3,17,10:10,1408559.245,No,,,
153,Berhampur,2025,10,9,8:28,312670.5504,No,,,
151,Rourkela,2025,4,24,19:35,1439009.163,No,,,
25,Meerut,2025,1,20,6:32,314212.3184,No,,,
76,Vijayanagaram,2025,12,5,6:12,933077.9936,No,,,
33,Siliguri,2025,7,12,13:37,496603.4728,No,,,
49,Munger,2025,5,7,6:04,998217.6916,Yes,,,
51,Visakhapatnam,2025,2,10,6:52,303651.2076,No,,,
106,Dehradun,2025,2,5,20:26,686934.7324,No,,,
79,Belgaum,2025,1,24,6:44,268036.3668,No,,,
181,Hapur,2025,9,3,6:24,247068.322,No,,,
25,Purnia,2025,1,3,6:54,445725.1288,No,,,
186,Bidar,2025,7,21,16:33,1128959.618,Yes,,,
44,Ahmedabad,2025,12,1,6:10,930071.546,No,,,
147,Madurai,2025,8,12,5:24,1039999.604,No,,,
65,Cuttack,2025,4,21,20:20,456132.0628,Yes,,,
28,Bhubaneswar,2025,1,12,5:35,338726.4296,No,,,
164,Bhopal,2025,8,9,6:41,914268.424,No,,,
59,Nagpur,2025,7,13,6:48,308893.2188,No,,,
126,Vijayawada,2025,8,21,6:06,700579.3792,No,,,
108,Rajkot,2025,6,2,9:44,467772.4112,No,,,
90,Chennai,2025,11,7,20:22,363317.6292,No,,,
95,Hapur,2025,6,16,7:07,242211.7528,No,,,
140,Silchar,2025,3,17,6:47,302340.7048,No,,,
17,Ambattur,2025,3,30,6:42,302032.3512,No,,,
127,Latur,2025,12,13,6:17,912109.9488,No,,,
171,Bangalore,2025,11,15,6:05,703971.2688,No,,,
11,Jhansi,2025,12,30,13:48,544398.2808,Yes,,,
27,Munger,2025,9,23,9:48,1202964.482,Yes,,,
137,Satara,2025,9,10,5:12,1195949.438,No,,,
84,Erode,2025,7,13,12:54,73927.7756,No,,,
77,Loni,2025,6,1,9:31,526513.772,No,,,
27,Hospet,2025,6,28,6:11,679842.5996,No,,,
97,Parbhani,2025,6,10,6:06,910799.446,No,,,
25,Naihati,2025,1,4,16:43,102373.3952,No,,,
91,Noida,2025,3,23,9:54,271582.4332,No,,,
146,Indore,2025,4,23,20:09,1908554.607,No,,,
50,Asansol,2025,1,17,9:56,274974.3228,No,,,
92,Panchkula,2025,6,18,11:44,160343.872,No,,,
189,Thoothukudi,2025,3,9,6:13,987039.8736,No,,,
131,Jamnagar,2025,8,12,6:25,997369.7192,No,,,
160,Tiruvottiyur,2025,12,25,13:27,462530.4,No,,,
79,Bhatpara,2025,12,12,6:35,325775.5784,Yes,,,
146,Indore,2025,6,13,5:40,1003151.349,No,,,
8,Bikaner,2025,11,21,6:49,316602.0588,No,,,
24,Jabalpur,2025,7,22,13:27,-470239.24,No,,,
39,Jodhpur,2025,10,21,13:28,92197.7264,No,,,
77,Surat,2025,4,27,12:56,-562745.32,No,,,
161,Sambalpur,2025,3,30,16:38,146622.1368,No,,,
66,Moradabad,2025,9,29,20:18,596201.6856,No,,,
125,Ulhasnagar,2025,6,25,10:58,1224086.704,No,,,
135,Meerut,2025,6,3,6:19,1017643.968,No,,,
112,Mangalore,2025,2,7,6:46,301723.9976,No,,,
68,Bhiwandi,2025,5,29,13:45,545862.9604,No,,,
110,Guwahati,2025,10,16,15:09,856297.9472,No,,,
66,Silchar,2025,7,11,8:17,362315.48,Yes,,,
16,Visakhapatnam,2025,11,29,13:01,-724630.96,Yes,,,
189,Thoothukudi,2025,3,16,7:58,286383.406,No,,,
25,Meerut,2025,1,20,6:32,314212.3184,No,,,
14,Gulbarga,2025,11,23,6:03,760477.066,No,,,
167,Erode,2025,4,23,13:21,77088.4,No,,,
58,Silchar,2025,3,14,5:33,896538.092,No,,,
124,Khammam,2025,5,1,15:39,778053.2212,No,,,
63,Durg,2025,8,25,6:10,1216532.04,Yes,,,
75,Sambhal,2025,8,23,6:27,1220540.637,No,,,
50,Munger,2025,11,10,16:37,339805.6672,No,,,
66,Rajkot,2025,7,21,13:21,-439403.88,No,,,
79,Satara,2025,1,11,5:43,1382734.631,No,,,
137,Satara,2025,10,13,8:13,1511703.524,No,,,
98,Visakhapatnam,2025,2,9,6:35,258708.6704,Yes,,,
180,Jodhpur,2025,6,27,6:18,1235033.256,No,,,
8,Bikaner,2025,12,25,13:55,131127.3684,No,,,
96,Panchkula,2025,10,19,6:57,302417.7932,Yes,,,
112,Nanded,2025,1,12,6:49,288927.3232,No,,,
175,Ranchi,2025,9,16,6:29,769110.9668,No,,,
10,Hospet,2025,8,16,7:06,258014.8748,No,,,
109,Belgaum,2025,9,2,20:24,497451.4452,No,,,
163,Bhilai,2025,6,24,6:11,717615.9156,No,,,
46,Jaipur,2025,12,27,13:21,53113.9076,No,,,
167,Sambhal,2025,3,26,10:22,506393.6996,No,,,
4,Vijayawada,2025,2,10,6:38,452740.1732,No,,,
140,Silchar,2025,3,17,13:29,458753.0684,No,,,
178,Muzaffarpur,2025,2,21,6:18,1034603.416,No,,,
125,Lucknow,2025,7,29,13:12,77396.7536,No,,,
84,Indore,2025,8,17,6:08,296713.2516,No,,,
9,Rohtak,2025,5,24,11:27,17730.332,No,,,
175,Ranchi,2025,9,15,20:04,620869.9736,No,,,
90,Gulbarga,2025,9,28,20:22,690557.8872,No,,,
6,Ahmedabad,2025,5,25,11:55,129045.9816,No,,,
132,Raurkela Industrial Township,2025,9,27,5:38,1027819.637,No,,,
92,Shahjahanpur,2025,7,22,16:58,963065.3812,Yes,,,
24,Jabalpur,2025,8,25,6:28,569606.1876,No,,,
41,Faridabad,2025,10,5,16:35,1002149.2,No,,,
13,Munger,2025,8,19,21:06,1197105.764,No,,,
110,Saharanpur,2025,9,15,6:15,1186313.388,No,,,
119,Hubballi-Dharwad,2025,5,23,19:37,-1742197.84,No,,,
97,Sambalpur,2025,5,5,7:55,349672.9824,No,,,
156,Bilaspur,2025,3,19,15:14,-3646281.32,No,,,
164,Bhopal,2025,9,16,13:09,-732339.8,No,,,
117,Bhiwandi,2025,12,29,13:18,1214219.388,No,,,
3,Kolhapur,2025,11,29,6:41,298794.6384,No,,,
133,Ulhasnagar,2025,1,6,12:54,617709.3492,No,,,
80,Firozabad,2025,4,14,13:42,444414.626,No,,,
108,Imphal,2025,5,24,6:29,538770.8276,No,,,
124,Nashik,2025,4,11,6:54,417587.8628,No,,,
67,Jalandhar,2025,11,8,13:28,647542.56,No,,,
175,Burhanpur,2025,8,11,20:07,1429681.466,No,,,
26,Jamshedpur,2025,4,13,6:10,1147846.276,No,,,
128,Mathura,2025,2,20,6:43,301646.9092,No,,,
1,Bhilwara,2025,9,29,6:22,926988.01,Yes,,,
176,Rajkot,2025,11,19,17:37,53345.1728,No,,,
22,Jalandhar,2025,10,14,7:09,1014560.432,No,,,
19,Siliguri,2025,9,1,6:25,914576.7776,Yes,,,
64,Silchar,2025,2,7,6:11,961831.9668,No,,,
71,Erode,2025,7,14,6:40,398932.47,No,,,
41,Kolkata,2025,10,6,12:31,82638.7648,No,,,
112,Chandigarh,2025,1,23,6:05,727097.7888,No,,,
85,Ratlam,2025,1,24,21:56,285149.9916,No,,,
7,Bhilai,2025,8,28,20:26,657641.1404,No,,,
61,Belgaum,2025,6,29,6:03,774892.5968,No,,,
155,Solapur,2025,1,1,6:18,1024504.836,No,,,
132,Noida,2025,9,25,13:45,444877.1564,No,,,
138,Ahmednagar,2025,12,10,6:26,737119.2808,No,,,
133,Ulhasnagar,2025,12,12,20:19,616244.6696,No,,,
60,Durg,2025,1,13,6:39,403943.216,No,,,
19,Dhule,2025,12,22,6:42,245372.3772,No,,,
52,Bhilwara,2025,11,15,13:21,95435.4392,No,,,
159,Nashik,2025,9,25,6:10,1008085.007,No,,,
187,Bharatpur,2025,10,13,19:33,776434.3648,No,,,
94,Gaya,2025,4,9,21:56,193183.5304,No,,,
2,Aligarh,2025,11,8,6:18,945412.1376,No,,,
27,Hospet,2025,9,16,6:27,1079237.6,No,,,
62,Udaipur,2025,8,9,6:24,936392.7948,No,,,
110,Guwahati,2025,11,3,18:12,131050.28,No,,,
15,Varanasi,2025,5,5,6:50,246374.5264,No,,,
180,Jodhpur,2025,6,25,13:50,568835.3036,No,,,
70,Katihar,2025,2,14,20:26,592193.0888,No,,,
174,Arrah,2025,6,17,6:14,1000915.786,No,,,
149,Rewa,2025,11,13,6:08,911878.6836,No,,,
144,Guwahati,2025,12,3,5:53,1047091.737,No,,,
116,Salem,2025,11,9,6:10,758087.3256,No,,,
120,Secunderabad,2025,7,12,6:22,922671.0596,No,,,
122,Jalandhar,2025,11,6,5:40,1233414.4,No,,,
120,Lucknow,2025,8,2,6:24,1085481.76,No,,,
106,Dehradun,2025,1,12,20:20,1574376.393,No,,,
188,Kota,2025,11,28,6:21,687936.8816,No,,,
140,Dhanbad,2025,3,17,9:55,444106.2724,No,,,
148,Durg,2025,10,14,6:59,295634.014,No,,,
166,Silchar,2025,12,19,13:14,82638.7648,Yes,,,
41,Nashik,2025,11,15,6:22,990508.8516,No,,,
16,Baranagar,2025,11,28,20:19,564209.9996,No,,,
92,Sonipat,2025,8,10,6:52,285458.3452,Yes,,,
98,Jammu,2025,5,21,20:09,701581.5284,Yes,,,
158,Jamnagar,2025,8,20,16:12,1180146.316,No,,,
85,Kolhapur,2025,2,20,13:38,405253.7188,Yes,,,
109,Khammam,2025,7,28,10:34,186939.37,Yes,,,
101,Dhule,2025,7,28,6:05,756160.1156,No,,,
8,Thoothukudi,2025,2,4,6:32,208524.122,No,,,
117,Rajkot,2025,12,28,5:39,1066672.191,Yes,,,
158,Jamnagar,2025,8,7,10:08,487044.5112,No,,,
30,Kozhikode,2025,9,27,6:47,286075.0524,No,,,
113,Asansol,2025,5,28,20:22,332482.2692,No,,,
113,Coimbatore,2025,5,23,11:39,242443.018,No,,,
32,Vijayanagaram,2025,3,15,6:10,2875397.32,No,,,
24,Jabalpur,2025,8,4,16:22,152943.3856,No,,,
187,Bharatpur,2025,10,8,6:29,806190.4872,No,,,
75,Belgaum,2025,10,9,13:16,484115.152,No,,,
44,Howrah,2025,2,10,20:35,339188.96,Yes,,,
33,Siliguri,2025,7,26,6:36,278134.9472,No,,,
127,Delhi,2025,12,1,13:23,55889.09,No,,,
116,Salem,2025,12,13,15:16,6197213.564,No,,,
123,Khammam,2025,1,31,6:44,327934.0536,Yes,,,
17,Ambattur,2025,4,4,6:09,928221.4244,No,,,
170,Jaipur,2025,11,1,13:18,1342263.221,No,,,
74,Mysore,2025,7,6,13:49,73773.5988,No,,,
60,Saharanpur,2025,10,12,6:00,1113850.292,No,,,
88,Begusarai,2025,12,19,17:51,53730.6148,No,,,
75,Belgaum,2025,7,25,13:11,434547.3108,No,,,
165,Satna,2025,10,23,13:22,65756.4052,Yes,,,
177,Kochi,2025,1,31,5:54,267188.3944,No,,,
58,Silchar,2025,11,15,6:04,918431.1976,No,,,
165,Nizamabad,2025,10,28,16:30,1050791.98,No,,,
149,Ludhiana,2025,12,1,6:07,1233414.4,No,,,
177,Ambattur,2025,12,24,6:11,935544.8224,No,,,
47,Cuttack,2025,7,30,16:45,2288446.242,No,,,
110,Saharanpur,2025,10,15,10:01,838105.0848,No,,,
53,Gopalpur,2025,4,4,6:21,941326.4524,No,,,
157,Kollam,2025,6,13,16:31,227719.1336,Yes,,,
2,New Delhi,2025,10,8,6:24,770884.0,No,,,
108,Rajkot,2025,5,10,6:24,902165.5452,No,,,
65,Ahmedabad,2025,4,28,5:53,1045935.411,No,,,
62,Hospet,2025,9,5,13:13,62672.8692,No,,,
123,Pimpri-Chinchwad,2025,2,18,6:39,358383.9716,No,,,
162,Rajkot,2025,5,30,13:25,670669.08,No,,,
116,Mathura,2025,12,10,6:06,1038997.455,No,,,
163,Hospet,2025,6,16,6:19,967613.5968,No,,,
51,Bhopal,2025,5,10,9:45,1219075.958,No,,,
99,Latur,2025,10,22,13:50,463995.0796,No,,,
86,Parbhani,2025,6,19,8:37,410958.2604,No,,,
3,Jamshedpur,2025,11,22,9:31,508166.7328,No,,,
106,Ulhasnagar,2025,2,16,6:32,171675.8668,Yes,,,
126,Mumbai,2025,9,19,6:18,1233414.4,Yes,,,
113,Asansol,2025,4,26,19:28,1102132.855,No,,,
140,Dhanbad,2025,5,11,6:57,323925.4568,No,,,
109,Belgaum,2025,8,5,16:34,118870.3128,No,,,
13,Raipur,2025,10,4,9:42,352139.8112,No,,,
23,Alwar,2025,2,3,5:33,285612.522,Yes,,,
114,Thoothukudi,2025,6,26,19:54,3198474.804,No,,,
53,Arrah,2025,4,21,9:59,438710.0844,No,,,
16,Bidar,2025,8,31,6:57,327548.6116,Yes,,,
82,Bilaspur,2025,3,22,6:17,1008932.979,No,,,
106,Lucknow,2025,1,16,13:40,562514.0548,No,,,
63,Ludhiana,2025,8,15,6:01,983108.3652,No,,,
137,Satara,2025,10,13,8:13,1511703.524,No,,,
123,Pimpri-Chinchwad,2025,2,3,13:18,70458.7976,No,,,
64,Vijayawada,2025,1,31,6:17,1127880.38,No,,,
144,Guwahati,2025,1,31,7:24,962911.2044,No,,,
124,Thane,2025,4,9,6:25,1057344.494,No,,,
122,Shahjahanpur,2025,1,7,11:23,2525955.603,No,,,
106,Lucknow,2025,1,11,9:50,417125.3324,No,,,
3,Jamshedpur,2025,11,20,6:27,641144.2228,No,,,
133,Ulhasnagar,2025,1,20,6:27,1070603.699,No,,,
72,Alwar,2025,9,11,9:51,582325.7736,No,,,
180,Baranagar,2025,6,16,5:53,864700.5828,No,,,
156,Dhanbad,2025,3,28,20:12,1296318.534,No,,,
112,Indore,2025,3,1,6:28,1108839.546,Yes,,,
48,Jamnagar,2025,12,16,13:25,530136.9268,No,,,
39,Vijayawada,2025,11,18,13:58,54809.8524,No,,,
65,Srinagar,2025,5,29,6:37,347822.8608,No,,,
91,Jalgaon,2025,3,23,6:50,289775.2956,No,,,
57,Barasat,2025,5,18,6:53,271659.5216,No,,,
98,Karol Bagh,2025,11,28,6:04,381356.3148,No,,,
32,Bikaner,2025,4,5,6:28,855372.8864,No,,,
186,Barasat,2025,9,2,20:13,363703.0712,No,,,
21,Katihar,2025,7,3,5:06,740125.7284,No,,,
178,Sri Ganganagar,2025,2,9,13:29,-454821.56,No,,,
174,Arrah,2025,6,28,6:25,1102672.474,No,,,
100,Madurai,2025,6,22,6:02,956050.3368,No,,,
138,Ahmednagar,2025,12,11,6:08,999296.9292,No,,,
83,Loni,2025,6,11,9:53,472551.892,No,,,
120,Secunderabad,2025,8,16,6:46,309124.484,No,,,
65,Singrauli,2025,6,5,20:04,746061.5352,No,,,
58,Silchar,2025,2,18,6:03,994440.36,No,,,
110,Guwahati,2025,11,2,10:50,181080.6516,No,,,
95,Hapur,2025,8,16,13:29,75315.3668,No,,,
111,Baranagar,2025,11,9,6:05,901086.3076,No,,,
55,Surat,2025,6,10,20:15,1576997.399,No,,,
70,Kurnool,2025,12,3,13:16,522042.6448,No,,,
16,Baranagar,2025,11,29,13:20,525203.2692,No,,,
10,Hospet,2025,10,26,20:16,494522.086,No,,,
49,Bhubaneswar,2025,3,21,6:42,275976.472,No,,,
15,Varanasi,2025,4,15,12:32,439403.88,No,,,
20,Thane,2025,4,2,6:07,1173131.271,No,,,
155,Saharanpur,2025,1,25,13:33,1206202.195,No,,,
8,Bidhannagar,2025,2,22,6:04,221706.2384,No,,,
126,Vijayawada,2025,8,21,13:09,-393150.84,No,,,
52,Hyderabad,2025,11,17,6:01,838721.792,No,,,
166,Bhagalpur,2025,2,8,10:34,106536.1688,No,,,
93,Etawah,2025,9,18,21:42,957900.4584,No,,,
59,Nagpur,2025,4,4,13:30,508937.6168,No,,,
99,Panihati,2025,8,22,6:28,1001301.228,Yes,,,
73,Anantapur,2025,11,15,10:31,190639.6132,No,,,
108,Imphal,2025,5,5,6:07,947570.6128,No,,,
22,Karimnagar,2025,12,5,6:16,524124.0316,No,,,
190,Jaipur,2025,5,4,6:44,256704.372,Yes,,,
81,Ahmednagar,2025,10,23,6:24,559199.2536,No,,,
67,Nizamabad,2025,1,31,20:05,609846.3324,No,,,
135,Meerut,2025,6,15,21:19,2033206.55,No,,,
70,Davanagere,2025,1,18,6:38,466693.1736,No,,,
159,Panchkula,2025,10,15,6:17,889137.6056,No,,,
87,Kamarhati,2025,9,13,6:20,729564.6176,Yes,,,
137,Satara,2025,10,8,19:24,102527.572,No,,,
21,Yamunanagar,2025,6,19,6:03,570762.5136,No,,,
161,Gwalior,2025,4,1,20:19,1607678.582,No,,,
140,Dhanbad,2025,5,1,13:04,578163.0,No,,,
41,Faridabad,2025,7,4,6:42,326083.932,No,,,
28,Haridwar,2025,11,3,16:52,237278.0952,No,,,
61,Satara,2025,3,11,9:50,450196.256,No,,,
186,Barasat,2025,8,15,13:06,-578163.0,No,,,
49,Rourkela,2025,7,1,16:11,541314.7448,No,,,
87,Munger,2025,10,10,7:28,279599.6268,No,,,
6,Gandhidham,2025,6,5,13:40,569374.9224,No,,,
76,Mau,2025,2,26,6:15,1060813.472,No,,,
109,Ramagundam,2025,8,4,6:10,976787.1164,Yes,,,
182,Shahjahanpur,2025,11,4,6:18,925060.8,No,,,
99,Agartala,2025,7,19,8:18,276593.1792,Yes,,,
156,Jabalpur,2025,4,13,17:28,1149619.309,No,,,
104,Jalgaon,2025,12,29,20:51,245603.6424,No,,,
8,Thoothukudi,2025,11,28,5:35,902396.8104,No,,,
60,Jabalpur,2025,12,2,13:05,49028.2224,No,,,
110,Jalandhar,2025,9,28,6:12,1356910.017,No,,,
181,Hapur,2025,10,6,13:50,64522.9908,No,,,
164,Katihar,2025,8,24,6:55,315060.2908,No,,,
44,Ahmedabad,2025,3,19,20:19,555653.1872,No,,,
42,Jalandhar,2025,12,3,11:02,226408.6308,No,,,
39,Jodhpur,2025,8,19,6:16,1095503.252,No,,,
176,Bareilly,2025,10,16,6:31,1063742.832,No,,,
163,Saharanpur,2025,6,13,6:11,939784.6844,No,,,
148,Durg,2025,9,16,14:21,462761.6652,No,,,
75,Sambhal,2025,9,15,13:46,623413.8908,No,,,
96,Kakinada,2025,12,6,9:21,781676.376,No,,,
89,Raipur,2025,5,4,6:08,739046.4908,No,,,
49,Rourkela,2025,3,18,16:48,197885.9228,No,,,
96,Kakinada,2025,12,29,6:10,503233.0752,No,,,
6,Gandhidham,2025,6,12,5:35,523276.0592,No,,,
26,Solapur,2025,2,17,11:35,11717.4368,No,,,
169,Mira-Bhayandar,2025,8,1,5:31,1342031.956,No,,,
143,Kakinada,2025,11,17,6:50,354452.4632,No,,,
81,Allahabad,2025,8,27,13:25,400859.68,No,,,
99,Aurangabad,2025,8,1,20:57,624724.3936,No,,,
71,Udaipur,2025,4,7,6:54,150784.9104,Yes,,,
